zip,state,county,city_town,climate_zone,moisture_regime
40390,KY,JESSAMINE,WILMORE,4,moist
40391,KY,CLARK,WINCHESTER,4,moist
40392,KY,CLARK,WINCHESTER,4,moist
40402,KY,JACKSON,ANNVILLE,4,moist
40403,KY,MADISON,BEREA,4,moist
40404,KY,MADISON,BEREA,4,moist
40405,KY,MADISON,BIGHILL,4,moist
40409,KY,ROCKCASTLE,BRODHEAD,4,moist
40410,KY,GARRARD,BRYANTSVILLE,4,moist
40419,KY,LINCOLN,CRAB ORCHARD,4,moist
40422,KY,BOYLE,DANVILLE,4,moist
40423,KY,BOYLE,DANVILLE,4,moist
40434,KY,JACKSON,GRAY HAWK,4,moist
40437,KY,LINCOLN,HUSTONVILLE,4,moist
40440,KY,BOYLE,JUNCTION CITY,4,moist
40442,KY,LINCOLN,KINGS MOUNTAIN,4,moist
40444,KY,GARRARD,LANCASTER,4,moist
40445,KY,ROCKCASTLE,LIVINGSTON,4,moist
40447,KY,JACKSON,MC KEE,4,moist
40448,KY,LINCOLN,MC KINNEY,4,moist
40456,KY,ROCKCASTLE,MOUNT VERNON,4,moist
40460,KY,ROCKCASTLE,ORLANDO,4,moist
40461,KY,GARRARD,PAINT LICK,4,moist
40464,KY,BOYLE,PARKSVILLE,4,moist
40468,KY,BOYLE,PERRYVILLE,4,moist
40472,KY,ESTILL,RAVENNA,4,moist
40473,KY,ROCKCASTLE,RENFRO VALLEY,4,moist
40475,KY,MADISON,RICHMOND,4,moist
40476,KY,MADISON,RICHMOND,4,moist
40481,KY,JACKSON,SANDGAP,4,moist
40484,KY,LINCOLN,STANFORD,4,moist
40486,KY,JACKSON,TYNER,4,moist
40489,KY,LINCOLN,WAYNESBURG,4,moist
40502,KY,FAYETTE,LEXINGTON,4,moist
40503,KY,FAYETTE,LEXINGTON,4,moist
40504,KY,FAYETTE,LEXINGTON,4,moist
40505,KY,FAYETTE,LEXINGTON,4,moist
40506,KY,FAYETTE,LEXINGTON,4,moist
40507,KY,FAYETTE,LEXINGTON,4,moist
40508,KY,FAYETTE,LEXINGTON,4,moist
40509,KY,FAYETTE,LEXINGTON,4,moist
40510,KY,FAYETTE,LEXINGTON,4,moist
40511,KY,FAYETTE,LEXINGTON,4,moist
40512,KY,FAYETTE,LEXINGTON,4,moist
40513,KY,FAYETTE,LEXINGTON,4,moist
40514,KY,FAYETTE,LEXINGTON,4,moist
40515,KY,FAYETTE,LEXINGTON,4,moist
40516,KY,FAYETTE,LEXINGTON,4,moist
40517,KY,FAYETTE,LEXINGTON,4,moist
40522,KY,FAYETTE,LEXINGTON,4,moist
40523,KY,FAYETTE,LEXINGTON,4,moist
40524,KY,FAYETTE,LEXINGTON,4,moist
40526,KY,FAYETTE,LEXINGTON,4,moist
40533,KY,FAYETTE,LEXINGTON,4,moist
40536,KY,FAYETTE,LEXINGTON,4,moist
40544,KY,FAYETTE,LEXINGTON,4,moist
40546,KY,FAYETTE,LEXINGTON,4,moist
40550,KY,FAYETTE,LEXINGTON,4,moist
40555,KY,FAYETTE,LEXINGTON,4,moist
40575,KY,FAYETTE,LEXINGTON,4,moist
40577,KY,FAYETTE,LEXINGTON,4,moist
40578,KY,FAYETTE,LEXINGTON,4,moist
40579,KY,FAYETTE,LEXINGTON,4,moist
40580,KY,FAYETTE,LEXINGTON,4,moist
40581,KY,FAYETTE,LEXINGTON,4,moist
40582,KY,FAYETTE,LEXINGTON,4,moist
40583,KY,FAYETTE,LEXINGTON,4,moist
40588,KY,FAYETTE,LEXINGTON,4,moist
40591,KY,FAYETTE,LEXINGTON,4,moist
40601,KY,FRANKLIN,FRANKFORT,4,moist
40602,KY,FRANKLIN,FRANKFORT,4,moist
40603,KY,FRANKLIN,FRANKFORT,4,moist
40604,KY,FRANKLIN,FRANKFORT,4,moist
40621,KY,FRANKLIN,FRANKFORT,4,moist
40701,KY,WHITLEY,CORBIN,4,moist
40702,KY,WHITLEY,CORBIN,4,moist
40729,KY,LAUREL,EAST BERNSTADT,4,moist
40734,KY,KNOX,GRAY,4,moist
40737,KY,LAUREL,KEAVY,4,moist
40740,KY,LAUREL,LILY,4,moist
40741,KY,LAUREL,LONDON,4,moist
40742,KY,LAUREL,LONDON,4,moist
40743,KY,LAUREL,LONDON,4,moist
40744,KY,LAUREL,LONDON,4,moist
40755,KY,LAUREL,PITTSBURG,4,moist
40759,KY,WHITLEY,ROCKHOLDS,4,moist
40763,KY,WHITLEY,SILER,4,moist
40769,KY,WHITLEY,WILLIAMSBURG,4,moist
40771,KY,KNOX,WOODBINE,4,moist
40803,KY,LESLIE,ASHER,4,moist
40806,KY,HARLAN,BAXTER,4,moist
40807,KY,HARLAN,BENHAM,4,moist
40808,KY,HARLAN,BIG LAUREL,4,moist
40810,KY,HARLAN,BLEDSOE,4,moist
40813,KY,BELL,CALVIN,4,moist
40815,KY,HARLAN,CAWOOD,4,moist
40819,KY,HARLAN,COLDIRON,4,moist
40820,KY,HARLAN,CRANKS,4,moist
40823,KY,HARLAN,CUMBERLAND,4,moist
40824,KY,HARLAN,DAYHOIT,4,moist
40826,KY,LETCHER,EOLIA,4,moist
40827,KY,LESLIE,ESSIE,4,moist
40828,KY,HARLAN,EVARTS,4,moist
40829,KY,HARLAN,GRAYS KNOB,4,moist
40830,KY,HARLAN,GULSTON,4,moist
40831,KY,HARLAN,HARLAN,4,moist
40840,KY,LESLIE,HELTON,4,moist
40843,KY,HARLAN,HOLMES MILL,4,moist
40844,KY,LESLIE,HOSKINSTON,4,moist
40845,KY,BELL,HULEN,4,moist
40847,KY,HARLAN,KENVIR,4,moist
40854,KY,HARLAN,LOYALL,4,moist
40855,KY,HARLAN,LYNCH,4,moist
40856,KY,BELL,MIRACLE,4,moist
40862,KY,LETCHER,PARTRIDGE,4,moist
40863,KY,HARLAN,PATHFORK,4,moist
40865,KY,HARLAN,PUTNEY,4,moist
40868,KY,LESLIE,STINNETT,4,moist
40870,KY,HARLAN,TOTZ,4,moist
40873,KY,HARLAN,WALLINS CREEK,4,moist
40902,KY,BELL,ARJAY,4,moist
40903,KY,KNOX,ARTEMUS,4,moist
40906,KY,KNOX,BARBOURVILLE,4,moist
40913,KY,BELL,BEVERLY,4,moist
40914,KY,CLAY,BIG CREEK,4,moist
40915,KY,KNOX,BIMBLE,4,moist
40921,KY,KNOX,BRYANTS STORE,4,moist
40923,KY,KNOX,CANNON,4,moist
40927,KY,HARLAN,CLOSPLINT,4,moist
40932,KY,CLAY,FALL ROCK,4,moist
40935,KY,KNOX,FLAT LICK,4,moist
40939,KY,BELL,FOURMILE,4,moist
40940,KY,BELL,FRAKES,4,moist
40941,KY,CLAY,GARRARD,4,moist
40943,KY,KNOX,GIRDLER,4,moist
40946,KY,KNOX,GREEN ROAD,4,moist
40949,KY,KNOX,HEIDRICK,4,moist
40951,KY,CLAY,HIMA,4,moist
40953,KY,KNOX,HINKLE,4,moist
40955,KY,BELL,INGRAM,4,moist
40962,KY,CLAY,MANCHESTER,4,moist
40964,KY,HARLAN,MARY ALICE,4,moist
40965,KY,BELL,MIDDLESBORO,4,moist
40972,KY,CLAY,ONEIDA,4,moist
40977,KY,BELL,PINEVILLE,4,moist
40979,KY,LESLIE,ROARK,4,moist
40983,KY,CLAY,SEXTONS CREEK,4,moist
40988,KY,BELL,STONEY FORK,4,moist
41001,KY,CAMPBELL,ALEXANDRIA,4,moist
41002,KY,BRACKEN,AUGUSTA,4,moist
41003,KY,HARRISON,BERRY,4,moist
41004,KY,BRACKEN,BROOKSVILLE,4,moist
41005,KY,BOONE,BURLINGTON,4,moist
41006,KY,PENDLETON,BUTLER,4,moist
41007,KY,CAMPBELL,CALIFORNIA,4,moist
41008,KY,CARROLL,CARROLLTON,4,moist
41010,KY,GRANT,CORINTH,4,moist
41011,KY,KENTON,COVINGTON,4,moist
41012,KY,KENTON,COVINGTON,4,moist
41014,KY,KENTON,COVINGTON,4,moist
41015,KY,KENTON,LATONIA,4,moist
41016,KY,KENTON,COVINGTON,4,moist
41017,KY,KENTON,FT MITCHELL,4,moist
41018,KY,KENTON,ERLANGER,4,moist
41019,KY,KENTON,COVINGTON,4,moist
41022,KY,BOONE,FLORENCE,4,moist
41025,KY,KENTON,ERLANGER,4,moist
41030,KY,GRANT,CRITTENDEN,4,moist
41031,KY,HARRISON,CYNTHIANA,4,moist
41033,KY,PENDLETON,DE MOSSVILLE,4,moist
41034,KY,MASON,DOVER,4,moist
41035,KY,GRANT,DRY RIDGE,4,moist
41037,KY,FLEMING,ELIZAVILLE,4,moist
41039,KY,FLEMING,EWING,4,moist
41040,KY,PENDLETON,FALMOUTH,4,moist
41041,KY,FLEMING,FLEMINGSBURG,4,moist
41042,KY,BOONE,FLORENCE,4,moist
41043,KY,BRACKEN,FOSTER,4,moist
41044,KY,BRACKEN,GERMANTOWN,4,moist
41045,KY,CARROLL,GHENT,4,moist
41046,KY,GALLATIN,GLENCOE,4,moist
41048,KY,BOONE,HEBRON,4,moist
41049,KY,FLEMING,HILLSBORO,4,moist
41051,KY,KENTON,INDEPENDENCE,4,moist
41052,KY,GRANT,JONESVILLE,4,moist
41053,KY,KENTON,KENTON,4,moist
41055,KY,MASON,MAYSLICK,4,moist
41056,KY,MASON,MAYSVILLE,4,moist
41059,KY,CAMPBELL,MELBOURNE,4,moist
41063,KY,KENTON,MORNING VIEW,4,moist
41064,KY,ROBERTSON,MOUNT OLIVET,4,moist
41065,KY,FLEMING,MUSES MILLS,4,moist
41071,KY,CAMPBELL,NEWPORT,4,moist
41072,KY,CAMPBELL,NEWPORT,4,moist
41073,KY,CAMPBELL,BELLEVUE,4,moist
41074,KY,CAMPBELL,DAYTON,4,moist
41075,KY,CAMPBELL,FORT THOMAS,4,moist
41076,KY,CAMPBELL,NEWPORT,4,moist
41080,KY,BOONE,PETERSBURG,4,moist
41081,KY,FLEMING,PLUMMERS LANDING,4,moist
41083,KY,CARROLL,SANDERS,4,moist
41085,KY,CAMPBELL,SILVER GROVE,4,moist
41086,KY,GALLATIN,SPARTA,4,moist
41091,KY,BOONE,UNION,4,moist
41092,KY,BOONE,VERONA,4,moist
41093,KY,FLEMING,WALLINGFORD,4,moist
41094,KY,BOONE,WALTON,4,moist
41095,KY,GALLATIN,WARSAW,4,moist
41096,KY,MASON,WASHINGTON,4,moist
41097,KY,GRANT,WILLIAMSTOWN,4,moist
41098,KY,CARROLL,WORTHVILLE,4,moist
41099,KY,CAMPBELL,NEWPORT,4,moist
41101,KY,BOYD,ASHLAND,4,moist
41102,KY,BOYD,ASHLAND,4,moist
41105,KY,BOYD,ASHLAND,4,moist
41114,KY,BOYD,ASHLAND,4,moist
41121,KY,GREENUP,ARGILLITE,4,moist
41124,KY,LAWRENCE,BLAINE,4,moist
41128,KY,CARTER,CARTER,4,moist
41129,KY,BOYD,CATLETTSBURG,4,moist
41135,KY,LEWIS,EMERSON,4,moist
41139,KY,GREENUP,FLATWOODS,4,moist
41141,KY,LEWIS,GARRISON,4,moist
41142,KY,CARTER,GRAHN,4,moist
41143,KY,CARTER,GRAYSON,4,moist
41144,KY,GREENUP,GREENUP,4,moist
41146,KY,CARTER,HITCHINS,4,moist
41149,KY,ELLIOTT,ISONVILLE,4,moist
41159,KY,LAWRENCE,MARTHA,4,moist
41164,KY,CARTER,OLIVE HILL,4,moist
41166,KY,LEWIS,QUINCY,4,moist
41168,KY,BOYD,RUSH,4,moist
41169,KY,GREENUP,RUSSELL,4,moist
41171,KY,ELLIOTT,SANDY HOOK,4,moist
41173,KY,CARTER,SOLDIER,4,moist
41174,KY,GREENUP,SOUTH PORTSMOUTH,4,moist
41175,KY,GREENUP,SOUTH SHORE,4,moist
41179,KY,LEWIS,VANCEBURG,4,moist
41180,KY,LAWRENCE,WEBBVILLE,4,moist
41181,KY,CARTER,WILLARD,4,moist
41183,KY,GREENUP,WORTHINGTON,4,moist
41189,KY,LEWIS,TOLLESBORO,4,moist
41201,KY,LAWRENCE,ADAMS,4,moist
41203,KY,MARTIN,BEAUTY,4,moist
41204,KY,JOHNSON,BOONS CAMP,4,moist
41214,KY,MARTIN,DEBORD,4,moist
41216,KY,JOHNSON,EAST POINT,4,moist
41219,KY,JOHNSON,FLATGAP,4,moist
41222,KY,JOHNSON,HAGERHILL,4,moist
41224,KY,MARTIN,INEZ,4,moist
41226,KY,JOHNSON,KEATON,4,moist
41230,KY,LAWRENCE,LOUISA,4,moist
41231,KY,MARTIN,LOVELY,4,moist
41232,KY,LAWRENCE,LOWMANSVILLE,4,moist
41234,KY,JOHNSON,MEALLY,4,moist
41238,KY,JOHNSON,OIL SPRINGS,4,moist
41240,KY,JOHNSON,PAINTSVILLE,4,moist
41250,KY,MARTIN,PILGRIM,4,moist
41254,KY,JOHNSON,RIVER,4,moist
41255,KY,JOHNSON,SITKA,4,moist
41256,KY,JOHNSON,STAFFORDSVILLE,4,moist
41257,KY,JOHNSON,STAMBAUGH,4,moist
41260,KY,JOHNSON,THELMA,4,moist
41262,KY,MARTIN,TOMAHAWK,4,moist
41263,KY,JOHNSON,TUTOR KEY,4,moist
41264,KY,LAWRENCE,ULYSSES,4,moist
41265,KY,JOHNSON,VAN LEAR,4,moist
41267,KY,MARTIN,WARFIELD,4,moist
41268,KY,JOHNSON,WEST VAN LEAR,4,moist
41271,KY,JOHNSON,WILLIAMSPORT,4,moist
41274,KY,JOHNSON,WITTENSVILLE,4,moist
41301,KY,WOLFE,CAMPTON,4,moist
41311,KY,LEE,BEATTYVILLE,4,moist
41314,KY,OWSLEY,BOONEVILLE,4,moist
41317,KY,BREATHITT,CLAYHOLE,4,moist
41332,KY,WOLFE,HAZEL GREEN,4,moist
41339,KY,BREATHITT,JACKSON,4,moist
41347,KY,LEE,LONE,4,moist
41348,KY,BREATHITT,LOST CREEK,4,moist
41352,KY,MORGAN,MIZE,4,moist
41360,KY,WOLFE,PINE RIDGE,4,moist
41366,KY,BREATHITT,ROUSSEAU,4,moist
41385,KY,BREATHITT,VANCLEVE,4,moist
41386,KY,OWSLEY,VINCENT,4,moist
41390,KY,BREATHITT,WHICK,4,moist
41397,KY,LEE,ZOE,4,moist
41413,KY,MORGAN,CROCKETT,4,moist
41425,KY,MORGAN,EZEL,4,moist
41451,KY,MORGAN,MALONE,4,moist
41464,KY,MAGOFFIN,ROYALTON,4,moist
41465,KY,MAGOFFIN,SALYERSVILLE,4,moist
41472,KY,MORGAN,WEST LIBERTY,4,moist
41477,KY,MORGAN,WRIGLEY,4,moist
41501,KY,PIKE,PIKEVILLE,4,moist
41502,KY,PIKE,PIKEVILLE,4,moist
41503,KY,PIKE,SOUTH WILLIAMSON,4,moist
41512,KY,PIKE,ASHCAMP,4,moist
41513,KY,PIKE,BELCHER,4,moist
41514,KY,PIKE,BELFRY,4,moist
41517,KY,LETCHER,BURDINE,4,moist
41519,KY,PIKE,CANADA,4,moist
41520,KY,PIKE,DORTON,4,moist
41522,KY,PIKE,ELKHORN CITY,4,moist
41524,KY,PIKE,FEDSCREEK,4,moist
41527,KY,PIKE,FOREST HILLS,4,moist
41528,KY,PIKE,FREEBURN,4,moist
41531,KY,PIKE,HARDY,4,moist
41534,KY,PIKE,HELLIER,4,moist
41535,KY,PIKE,HUDDY,4,moist
41537,KY,LETCHER,JENKINS,4,moist
41538,KY,PIKE,JONANCY,4,moist
41539,KY,PIKE,KIMPER,4,moist
41542,KY,PIKE,LOOKOUT,4,moist
41543,KY,PIKE,MC ANDREWS,4,moist
41544,KY,PIKE,MC CARR,4,moist
41548,KY,PIKE,MOUTHCARD,4,moist
41549,KY,PIKE,MYRA,4,moist
41553,KY,PIKE,PHELPS,4,moist
41554,KY,PIKE,PHYLLIS,4,moist
41557,KY,PIKE,RACCOON,4,moist
41558,KY,PIKE,RANSOM,4,moist
41559,KY,PIKE,REGINA,4,moist
41560,KY,PIKE,ROBINSON CREEK,4,moist
41561,KY,PIKE,ROCKHOUSE,4,moist
41562,KY,PIKE,SHELBIANA,4,moist
41563,KY,PIKE,SHELBY GAP,4,moist
41564,KY,PIKE,SIDNEY,4,moist
41566,KY,PIKE,STEELE,4,moist
41567,KY,PIKE,STONE,4,moist
41568,KY,PIKE,STOPOVER,4,moist
41571,KY,PIKE,VARNEY,4,moist
41572,KY,PIKE,VIRGIE,4,moist
41601,KY,FLOYD,ALLEN,4,moist
41602,KY,FLOYD,AUXIER,4,moist
41603,KY,FLOYD,BANNER,4,moist
41604,KY,FLOYD,BEAVER,4,moist
41605,KY,FLOYD,BETSY LAYNE,4,moist
41606,KY,FLOYD,BEVINSVILLE,4,moist
41607,KY,FLOYD,BLUE RIVER,4,moist
41612,KY,FLOYD,BYPRO,4,moist
41615,KY,FLOYD,DANA,4,moist
41616,KY,FLOYD,DAVID,4,moist
41619,KY,FLOYD,DRIFT,4,moist
41621,KY,FLOYD,DWALE,4,moist
41622,KY,FLOYD,EASTERN,4,moist
41630,KY,FLOYD,GARRETT,4,moist
41631,KY,FLOYD,GRETHEL,4,moist
41632,KY,MAGOFFIN,GUNLOCK,4,moist
41635,KY,FLOYD,HAROLD,4,moist
41636,KY,FLOYD,HI HAT,4,moist
41640,KY,FLOYD,HUEYSVILLE,4,moist
41642,KY,FLOYD,IVEL,4,moist
41643,KY,FLOYD,LACKEY,4,moist
41645,KY,FLOYD,LANGLEY,4,moist
41647,KY,FLOYD,MC DOWELL,4,moist
41649,KY,FLOYD,MARTIN,4,moist
41650,KY,FLOYD,MELVIN,4,moist
41651,KY,FLOYD,MINNIE,4,moist
41653,KY,FLOYD,PRESTONSBURG,4,moist
41655,KY,FLOYD,PRINTER,4,moist
41659,KY,FLOYD,STANVILLE,4,moist
41663,KY,FLOYD,TRAM,4,moist
41666,KY,FLOYD,WAYLAND,4,moist
41667,KY,FLOYD,WEEKSBURY,4,moist
41669,KY,FLOYD,WHEELWRIGHT,4,moist
41701,KY,PERRY,HAZARD,4,moist
41702,KY,PERRY,HAZARD,4,moist
41712,KY,PERRY,ARY,4,moist
41713,KY,PERRY,AVAWAM,4,moist
41714,KY,LESLIE,BEAR BRANCH,4,moist
41719,KY,PERRY,BONNYMAN,4,moist
41721,KY,PERRY,BUCKHORN,4,moist
41722,KY,PERRY,BULAN,4,moist
41723,KY,PERRY,BUSY,4,moist
41725,KY,KNOTT,CARRIE,4,moist
41727,KY,PERRY,CHAVIES,4,moist
41729,KY,PERRY,COMBS,4,moist
41731,KY,PERRY,CORNETTSVILLE,4,moist
41735,KY,PERRY,DELPHIA,4,moist
41739,KY,PERRY,DWARF,4,moist
41740,KY,KNOTT,EMMALENA,4,moist
41743,KY,KNOTT,FISTY,4,moist
41745,KY,PERRY,GAYS CREEK,4,moist
41746,KY,PERRY,HAPPY,4,moist
41749,KY,LESLIE,HYDEN,4,moist
41751,KY,PERRY,JEFF,4,moist
41754,KY,PERRY,KRYPTON,4,moist
41759,KY,KNOTT,SASSAFRAS,4,moist
41760,KY,PERRY,SCUDDY,4,moist
41763,KY,PERRY,SLEMP,4,moist
41766,KY,LESLIE,THOUSANDSTICKS,4,moist
41772,KY,KNOTT,VEST,4,moist
41773,KY,PERRY,VICCO,4,moist
41774,KY,PERRY,VIPER,4,moist
41776,KY,LESLIE,WOOTON,4,moist
41777,KY,LESLIE,YEADDISS,4,moist
41804,KY,LETCHER,BLACKEY,4,moist
41810,KY,LETCHER,CROMONA,4,moist
41812,KY,LETCHER,DEANE,4,moist
41815,KY,LETCHER,ERMINE,4,moist
41817,KY,KNOTT,GARNER,4,moist
41819,KY,LETCHER,GORDON,4,moist
41821,KY,LETCHER,HALLIE,4,moist
41822,KY,KNOTT,HINDMAN,4,moist
41824,KY,LETCHER,ISOM,4,moist
41826,KY,LETCHER,JEREMIAH,4,moist
41828,KY,KNOTT,KITE,4,moist
41831,KY,KNOTT,LEBURN,4,moist
41833,KY,LETCHER,LINEFORK,4,moist
41834,KY,KNOTT,LITTCARR,4,moist
41836,KY,KNOTT,MALLIE,4,moist
41837,KY,LETCHER,MAYKING,4,moist
41839,KY,KNOTT,MOUSIE,4,moist
41840,KY,LETCHER,NEON,4,moist
41843,KY,KNOTT,PINE TOP,4,moist
41844,KY,KNOTT,PIPPA PASSES,4,moist
41845,KY,LETCHER,PREMIUM,4,moist
41847,KY,KNOTT,REDFOX,4,moist
41848,KY,LETCHER,ROXANA,4,moist
41855,KY,LETCHER,THORNTON,4,moist
41858,KY,LETCHER,WHITESBURG,4,moist
41859,KY,KNOTT,DEMA,4,moist
41861,KY,KNOTT,RAVEN,4,moist
41862,KY,KNOTT,TOPMOST,4,moist
42001,KY,MCCRACKEN,PADUCAH,4,moist
42002,KY,MCCRACKEN,PADUCAH,4,moist
42003,KY,MCCRACKEN,PADUCAH,4,moist
42020,KY,CALLOWAY,ALMO,4,moist
42021,KY,CARLISLE,ARLINGTON,4,moist
42022,KY,BALLARD,BANDANA,4,moist
42023,KY,CARLISLE,BARDWELL,4,moist
42024,KY,BALLARD,BARLOW,4,moist
42025,KY,MARSHALL,BENTON,4,moist
42027,KY,GRAVES,BOAZ,4,moist
42028,KY,LIVINGSTON,BURNA,4,moist
42029,KY,MARSHALL,CALVERT CITY,4,moist
42031,KY,HICKMAN,CLINTON,4,moist
42032,KY,HICKMAN,COLUMBUS,4,moist
42033,KY,CRITTENDEN,CRAYNE,4,moist
42035,KY,CARLISLE,CUNNINGHAM,4,moist
42036,KY,CALLOWAY,DEXTER,4,moist
42038,KY,LYON,EDDYVILLE,4,moist
42039,KY,GRAVES,FANCY FARM,4,moist
42040,KY,GRAVES,FARMINGTON,4,moist
42041,KY,FULTON,FULTON,4,moist
42044,KY,MARSHALL,GILBERTSVILLE,4,moist
42045,KY,LIVINGSTON,GRAND RIVERS,4,moist
42047,KY,LIVINGSTON,HAMPTON,4,moist
42048,KY,MARSHALL,HARDIN,4,moist
42049,KY,CALLOWAY,HAZEL,4,moist
42050,KY,FULTON,HICKMAN,4,moist
42051,KY,GRAVES,HICKORY,4,moist
42053,KY,MCCRACKEN,KEVIL,4,moist
42054,KY,CALLOWAY,KIRKSEY,4,moist
42055,KY,LYON,KUTTAWA,4,moist
42056,KY,BALLARD,LA CENTER,4,moist
42058,KY,LIVINGSTON,LEDBETTER,4,moist
42060,KY,BALLARD,LOVELACEVILLE,4,moist
42061,KY,GRAVES,LOWES,4,moist
42064,KY,CRITTENDEN,MARION,4,moist
42066,KY,GRAVES,MAYFIELD,4,moist
42069,KY,GRAVES,MELBER,4,moist
42070,KY,CARLISLE,MILBURN,4,moist
42071,KY,CALLOWAY,MURRAY,4,moist
42076,KY,CALLOWAY,NEW CONCORD,4,moist
42078,KY,LIVINGSTON,SALEM,4,moist
42079,KY,GRAVES,SEDALIA,4,moist
42081,KY,LIVINGSTON,SMITHLAND,4,moist
42082,KY,GRAVES,SYMSONIA,4,moist
42083,KY,LIVINGSTON,TILINE,4,moist
42085,KY,GRAVES,WATER VALLEY,4,moist
42086,KY,MCCRACKEN,WEST PADUCAH,4,moist
42087,KY,BALLARD,WICKLIFFE,4,moist
42088,KY,GRAVES,WINGO,4,moist
42101,KY,WARREN,BOWLING GREEN,4,moist
42102,KY,WARREN,BOWLING GREEN,4,moist
42103,KY,WARREN,BOWLING GREEN,4,moist
42104,KY,WARREN,BOWLING GREEN,4,moist
42120,KY,ALLEN,ADOLPHUS,4,moist
42122,KY,WARREN,ALVATON,4,moist
42123,KY,BARREN,AUSTIN,4,moist
42124,KY,METCALFE,BEAUMONT,4,moist
42127,KY,BARREN,CAVE CITY,4,moist
42129,KY,METCALFE,EDMONTON,4,moist
42130,KY,BARREN,EIGHTY EIGHT,4,moist
42131,KY,BARREN,ETOILE,4,moist
42133,KY,MONROE,FOUNTAIN RUN,4,moist
42134,KY,SIMPSON,FRANKLIN,4,moist
42135,KY,SIMPSON,FRANKLIN,4,moist
42140,KY,MONROE,GAMALIEL,4,moist
42141,KY,BARREN,GLASGOW,4,moist
42142,KY,BARREN,GLASGOW,4,moist
42151,KY,MONROE,HESTAND,4,moist
42152,KY,BARREN,HISEVILLE,4,moist
42153,KY,ALLEN,HOLLAND,4,moist
42154,KY,METCALFE,KNOB LICK,4,moist
42156,KY,BARREN,LUCAS,4,moist
42157,KY,MONROE,MOUNT HERMON,4,moist
42159,KY,WARREN,OAKLAND,4,moist
42160,KY,BARREN,PARK CITY,4,moist
42163,KY,EDMONSON,ROCKY HILL,4,moist
42164,KY,ALLEN,SCOTTSVILLE,4,moist
42166,KY,METCALFE,SUMMER SHADE,4,moist
42167,KY,MONROE,TOMPKINSVILLE,4,moist
42170,KY,WARREN,WOODBURN,4,moist
42171,KY,WARREN,SMITHS GROVE,4,moist
42201,KY,BUTLER,ABERDEEN,4,moist
42202,KY,LOGAN,ADAIRVILLE,4,moist
42204,KY,TODD,ALLENSVILLE,4,moist
42206,KY,LOGAN,AUBURN,4,moist
42207,KY,EDMONSON,BEE SPRING,4,moist
42210,KY,EDMONSON,BROWNSVILLE,4,moist
42211,KY,TRIGG,CADIZ,4,moist
42214,KY,METCALFE,CENTER,4,moist
42215,KY,TRIGG,CERULEAN,4,moist
42216,KY,TODD,CLIFTY,4,moist
42217,KY,CHRISTIAN,CROFTON,4,moist
42219,KY,BUTLER,DUNBAR,4,moist
42220,KY,TODD,ELKTON,4,moist
42221,KY,CHRISTIAN,FAIRVIEW,4,moist
42223,KY,CHRISTIAN,FORT CAMPBELL,4,moist
42232,KY,CHRISTIAN,GRACEY,4,moist
42234,KY,TODD,GUTHRIE,4,moist
42236,KY,CHRISTIAN,HERNDON,4,moist
42240,KY,CHRISTIAN,HOPKINSVILLE,4,moist
42241,KY,CHRISTIAN,HOPKINSVILLE,4,moist
42256,KY,LOGAN,LEWISBURG,4,moist
42259,KY,EDMONSON,MAMMOTH CAVE,4,moist
42261,KY,BUTLER,MORGANTOWN,4,moist
42262,KY,CHRISTIAN,OAK GROVE,4,moist
42265,KY,LOGAN,OLMSTEAD,4,moist
42266,KY,CHRISTIAN,PEMBROKE,4,moist
42273,KY,BUTLER,ROCHESTER,4,moist
42274,KY,WARREN,ROCKFIELD,4,moist
42275,KY,EDMONSON,ROUNDHILL,4,moist
42276,KY,LOGAN,RUSSELLVILLE,4,moist
42280,KY,TODD,SHARON GROVE,4,moist
42285,KY,EDMONSON,SWEEDEN,4,moist
42286,KY,TODD,TRENTON,4,moist
42301,KY,DAVIESS,OWENSBORO,4,moist
42302,KY,DAVIESS,OWENSBORO,4,moist
42303,KY,DAVIESS,OWENSBORO,4,moist
42304,KY,DAVIESS,OWENSBORO,4,moist
42320,KY,OHIO,BEAVER DAM,4,moist
42321,KY,MUHLENBERG,BEECH CREEK,4,moist
42322,KY,MCLEAN,BEECH GROVE,4,moist
42323,KY,MUHLENBERG,BEECHMONT,4,moist
42324,KY,MUHLENBERG,BELTON,4,moist
42325,KY,MUHLENBERG,BREMEN,4,moist
42327,KY,MCLEAN,CALHOUN,4,moist
42328,KY,OHIO,CENTERTOWN,4,moist
42330,KY,MUHLENBERG,CENTRAL CITY,4,moist
42332,KY,MUHLENBERG,CLEATON,4,moist
42333,KY,OHIO,CROMWELL,4,moist
42337,KY,MUHLENBERG,DRAKESBORO,4,moist
42338,KY,OHIO,DUNDEE,4,moist
42339,KY,MUHLENBERG,DUNMOR,4,moist
42343,KY,OHIO,FORDSVILLE,4,moist
42344,KY,MUHLENBERG,GRAHAM,4,moist
42345,KY,MUHLENBERG,GREENVILLE,4,moist
42347,KY,OHIO,HARTFORD,4,moist
42348,KY,HANCOCK,HAWESVILLE,4,moist
42349,KY,OHIO,HORSE BRANCH,4,moist
42350,KY,MCLEAN,ISLAND,4,moist
42351,KY,HANCOCK,LEWISPORT,4,moist
42352,KY,MCLEAN,LIVERMORE,4,moist
42354,KY,OHIO,MC HENRY,4,moist
